YOB,Born,Alive
1900,21,0
1901,15,0
1902,19,0
1903,11,0
1904,18,0
1905,22,0
1906,13,0
1907,20,0
1908,18,0
1909,23,0
1910,20,0
1911,20,0
1912,29,0
1913,19,0
1914,23,0
1915,28,0
1916,27,0
1917,26,0
1918,33,0
1919,24,0
1920,26,0
1921,35,1
1922,31,1
1923,25,2
1924,27,2
1925,27,3
1926,23,3
1927,21,3
1928,17,3
1929,21,4
1930,18,3
1931,14,3
1932,13,3
1933,10,3
1934,8,3
1935,7,3
1936,7,3
1937,12,5
1938,8,4
1939,11,6
1940,7,4
1941,8,4
1942,14,8
1943,12,7
1944,7,4
1945,14,9
1946,5,3
1947,7,5
1948,10,7
1949,0,0
1950,0,0
1951,7,6
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,6,5
1959,0,0
1960,0,0
1961,0,0
1962,5,4
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
2020,0,0
